code,name,market,price,adr_pct,ma10,ma20,prior_rally,ext_pct,ext_adr,daily_value_m,vol_ratio,gap_pct,range_contract,vol_drying,is_vcp,vcp_score,vcp_grade,vcp_trend_pt,vcp_vol_pt,vcp_rng_pt,vcp_bo_pt,vcp_vol_ratio,vcp_rng_ratio,vcp_is_bo,vcp_bo_body,vcp_bo_volx,vcp_ma_long,ep,ep_today,ep_base,ep_base_days,strong_trend,bo_quality,score,consol_high,consol_low,retracement,consol_valid,entry_price,stop_price,avg_volume_20d,rs_div,rs_strong,rs_rating,rs_short,rs_long,rs_rising,dist_ma200_pct,recovery_pct,pool,rsi14,momentum_surge,rsi_bear_div,mom_trend,rsi14_3d,ret_3d_pct,rsi_delta_3d,days_on_list
2492,華新科,TWSE,392.0,7.52,377.45,293.1,120.7,3.9,0.5,3542.9,0.2,-12.99,True,True,True,57,B,1.0,1.0,0.3,0.0,0.26,0.83,False,0.0,0.0,60,False,False,False,0,True,A,16,456.0,280.5,-5.5,True,456.0,374.5,15328538,30.4,True,97,97,0,0,110.0,243.9,leader,71.7,False,False,轉弱,94→81→72,-5.8,-20.9,3
2327,國巨*,TWSE,743.0,6.33,736.1,599.42,109.5,0.9,0.1,27328.6,0.47,-8.18,True,True,True,65,B,1.0,1.0,0.6,0.0,0.4,0.75,False,0.0,0.0,60,False,False,False,0,True,A,16,847.0,600.0,-4.9,True,847.0,735.0,50387797,17.2,True,96,96,0,0,89.1,205.1,leader,69.6,False,False,轉弱,90→84→70,-5.9,-18.6,2
8043,蜜望實,TPEx,145.0,9.12,138.9,122.35,92.2,4.4,0.5,2487.7,0.5,-6.31,True,True,True,55,B,1.0,0.6,0.6,0.0,0.67,0.68,False,0.0,0.0,60,False,False,False,0,True,A,16,159.0,117.0,6.8,True,159.0,127.0,20313499,7.2,True,88,88,0,0,55.3,128.0,leader,65.8,False,False,轉弱,76→71→66,-6.5,-9.7,1
3167,大量,TWSE,901.0,7.13,839.8,792.8,52.9,7.3,1.0,1891.6,0.28,3.26,True,True,True,72,B,1.0,1.0,0.6,0.3,0.23,0.71,False,0.0,0.0,60,False,False,False,0,True,A,16,950.0,753.0,11.7,True,950.0,780.0,2367637,6.3,True,97,97,0,0,44.3,206.5,leader,63.6,False,False,加速,60→66→64,14.6,9.0,1
8027,鈦昇,TPEx,292.5,7.91,264.9,254.82,126.6,10.4,1.3,1114.5,0.27,-2.73,True,True,True,90,A,1.0,1.0,1.0,0.6,0.28,0.52,False,0.0,0.0,60,False,False,False,0,True,B,15,297.0,237.0,18.3,True,297.0,252.5,4486071,5.6,True,97,97,0,0,62.2,209.9,leader,71.8,False,False,維持,68→71→72,3.4,0.5,1
3042,晶技,TWSE,208.0,8.38,204.15,177.18,72.1,1.9,0.2,4271.5,0.64,-9.09,False,True,False,25,C,1.0,0.0,0.0,0.0,1.7,2.0,False,0.0,0.0,60,False,False,False,0,True,A,15,231.0,161.0,4.2,True,231.0,196.5,22901003,16.9,True,90,90,0,0,49.5,130.9,leader,65.0,False,False,維持,69→71→65,2.7,-1.7,1
4760,勤凱,TPEx,405.0,8.14,404.85,352.25,56.6,0.0,0.0,780.9,0.28,-2.24,False,True,False,32,C,1.0,0.3,0.0,0.0,0.81,2.13,False,0.0,0.0,60,False,False,False,0,True,A,15,510.0,328.0,3.2,True,510.0,386.5,2247973,14.8,True,92,92,0,0,53.4,139.6,leader,62.2,False,False,轉弱,63→66→62,-5.6,-8.0,1
7610,聯友金屬-創,TWSE,1730.0,7.16,1450.0,1199.65,185.7,19.3,2.7,777.0,0.3,-2.35,True,True,True,72,B,1.0,1.0,0.3,0.6,0.32,0.82,False,0.0,0.0,60,False,False,False,0,True,C,14,1810.0,1185.0,3.7,True,1810.0,1450.0,730095,30.1,True,99,99,0,0,138.5,458.1,leader,89.6,False,False,維持,92→89→90,7.1,-1.2,2
3026,禾伸堂,TWSE,622.0,6.49,600.75,477.95,159.6,3.5,0.5,1812.9,0.24,-7.69,False,True,False,50,B,1.0,1.0,0.0,0.0,0.3,1.13,False,0.0,0.0,60,False,False,False,0,True,A,14,699.0,460.0,-6.1,True,699.0,600.0,4617519,24.6,True,99,99,0,0,122.7,492.4,leader,77.6,False,False,轉弱,85→82→78,-7.4,-13.2,3
6147,頎邦,TPEx,271.0,8.77,267.4,234.78,141.4,1.3,0.2,15426.8,0.7,-12.38,False,True,False,32,C,1.0,0.3,0.0,0.0,0.94,1.52,False,0.0,0.0,60,False,False,False,0,True,A,14,313.5,213.0,7.6,True,313.5,256.5,65383160,14.5,True,99,99,0,0,83.2,419.2,leader,68.8,False,False,轉弱,74→71→69,-5.1,-7.3,1
